sequencia,codigo,descricao,nominal_min,nominal_max,unidade,periodicidade,tolerancia_min,tolerancia_max
1,FLU-CQ-002,,0,25,L/min,365,,
1,FLU-CQ-004,,0,25,L/min,365,,
1,IN4092 ESQ-CQ-009,,0,90,°,365,,
1,PAQ-CQ-001,,0,150,mm,365,,
1,PAQ-CQ-008,,0,150,mm,365,,
1,PAQ-CQ-072,,0,150,mm,365,,
1,PAQ-MA-003,,0,150,mm,365,,
1,TRE-CQ-060,,0,5000,mm,365,,
1,TRE-CQ-070,,0,20000,mm,365,,
1,MEC-CQ-002,,0,1000,μm,365,,
1,FLU-CQ-051,,0,25,L/min,365,,
1,FLU-CQ-028,,0,25,L/min,365,,
1,FLU-CQ-043,,0,25,L/min,365,,
1,FLU-CQ-056,,0,25,L/min,365,,
1,FLU-CQ-057,,0,25,L/min,365,,
1,FLU-CQ-059,,0,25,L/min,365,,
1,FLU-CQ-060,,0,25,L/min,365,,
1,FLU-CQ-061,,0,25,L/min,365,,
1,FLU-CQ-063,,0,25,L/min,365,,
1,FLU-CQ-064,,0,25,L/min,365,,
1,FLU-CQ-065,,0,25,L/min,365,,
1,FLU-CQ-066,,0,25,L/min,365,,
1,FLU-CQ-067,,0,25,L/min,365,,
1,FLU-CQ-068,,0,25,L/min,365,,
1,MEC-CQ-001,,0,1500,μm,365,,
1,ESQ-CQ-028,,0,90,°,365,,
1,NIV-CQ-020,,0,0,,365,,
1,NIV-CQ-019,,0,0,,365,,
1,NIV-CQ-005,,0,0,,365,,
1,ESQ-CQ-018,,0,90,°,365,,
1,TRE-CQ-145,,0,3000,mm,365,,
1,FLU-CQ-035,,0,25,L/min,365,,
1,NIV-CQ-012,,0,0,,365,,
1,PAQ-US-006,,0,150,mm,365,,
1,TRE-CQ-158,,0,20000,mm,365,,
1,TRE-CQ-204,,0,8000,mm,365,,
1,TRE-CQ-206,,0,8000,mm,365,,
1,TRE-CQ-209,,0,8000,mm,365,,
1,TRE-CQ-210,,0,8000,mm,365,,
1,TRE-CQ-214,,0,5000,mm,365,,
1,NIV-CQ-025,,0,0,,365,,
1,NIV-CQ-026,,0,0,,365,,
1,NIV-CQ-027,,0,0,,365,,
1,ESQ-CQ-040,,0,90,°,365,,
1,FLU-CQ-037,,0,25,L/min,365,,
1,TRE-CQ-049,,0,3000,mm,365,,
1,TRE-CQ-113,,0,8000,mm,365,,
1,TRE-CQ-122,,0,5000,mm,365,,
1,TRE-CQ-187,,0,8000,mm,365,,
1,TRE-CQ-188,,0,8000,mm,365,,
1,TRE-CQ-179,,0,8000,mm,365,,
1,ESQ-CQ-036,,0,90,°,365,,
1,TRE-CQ-221,,0,8000,mm,365,,
1,PAQ-CQ-074,,0,300,mm,365,,
1,PAQ-CQ-075,,0,300,mm,365,,
1,TRE-CQ-175,,0,8000,mm,365,,
1,ESQ-CQ-033,,0,90,°,365,,
1,FLU-CQ-031,,0,25,L/min,365,,
